effect	icon	priority	icon_negative
rom_force_unit_mod_morale_when_escorting	data/ui/campaign ui/effect_bundles/morale_positive.png	101	data/ui/campaign ui/effect_bundles/morale_negative.png
rom_force_unit_mod_movement_speed	data/ui/campaign ui/effect_bundles/battle_movement_positive.png	101	data/ui/campaign ui/effect_bundles/battle_movement_negative.png
rom_force_unit_mod_ramming_bonus	data/ui/campaign ui/effect_bundles/naval_assault_positive.png	101	data/ui/campaign ui/effect_bundles/naval_assault_negative.png
rom_force_unit_mod_ramming_bonus_blockade	data/ui/campaign ui/effect_bundles/battle_movement_positive.png	101	data/ui/campaign ui/effect_bundles/battle_movement_negative.png
rom_force_unit_mod_ramming_bonus_blockading	data/ui/campaign ui/effect_bundles/battle_movement_positive.png	101	data/ui/campaign ui/effect_bundles/battle_movement_negative.png
rom_force_unit_mod_spears_melee_attack	data/ui/campaign ui/effect_bundles/melee_positive.png	101	data/ui/campaign ui/effect_bundles/melee_negative.png
rom_force_unit_mod_spears_melee_damage	data/ui/campaign ui/effect_bundles/melee_positive.png	101	data/ui/campaign ui/effect_bundles/melee_negative.png
rom_force_unit_mod_spears_melee_defence	data/ui/campaign ui/effect_bundles/defence_positive.png	101	data/ui/campaign ui/effect_bundles/defence_negative.png
rom_force_unit_mod_support_ship_missile_damage	data/ui/campaign ui/effect_bundles/archer_positive.png	101	data/ui/campaign ui/effect_bundles/archer_negative.png
rom_force_unit_mod_support_ship_missile_range	data/ui/campaign ui/effect_bundles/naval_support_positive.png	101	data/ui/campaign ui/effect_bundles/naval_support_negative.png
rom_force_unit_mod_support_ship_missile_rate	data/ui/campaign ui/effect_bundles/archer_positive.png	101	data/ui/campaign ui/effect_bundles/archer_negative.png
rom_force_unit_mod_support_ship_xp_gain_rate	data/ui/campaign ui/effect_bundles/experience_positive.png	101	data/ui/campaign ui/effect_bundles/experience_negative.png
rom_force_unit_mod_swords_melee_damage	data/ui/campaign ui/effect_bundles/melee_positive.png	101	data/ui/campaign ui/effect_bundles/melee_negative.png
rom_force_unit_mod_turning_speed	data/ui/campaign ui/effect_bundles/battle_movement_positive.png	101	data/ui/campaign ui/effect_bundles/battle_movement_negative.png
rom_force_unit_mod_unit_size	data/ui/campaign ui/effect_bundles/replenishment_positive.png	101	data/ui/campaign ui/effect_bundles/replenishment_negative.png
rom_force_unit_swords_mod_melee_attack	data/ui/campaign ui/effect_bundles/melee_positive.png	101	data/ui/campaign ui/effect_bundles/melee_negative.png
rom_force_unit_swords_mod_melee_defence	data/ui/campaign ui/effect_bundles/defence_positive.png	101	data/ui/campaign ui/effect_bundles/defence_negative.png
rom_general_ability_enable_battle_rhythm	data/ui/campaign ui/effect_bundles/character_positive.png	101	data/ui/campaign ui/effect_bundles/character_negative.png
rom_general_ability_enable_brace	data/ui/campaign ui/effect_bundles/character_positive.png	101	data/ui/campaign ui/effect_bundles/character_negative.png
rom_general_ability_enable_brace_group	data/ui/campaign ui/effect_bundles/character_positive.png	101	data/ui/campaign ui/effect_bundles/character_negative.png
rom_general_ability_enable_fear	data/ui/campaign ui/effect_bundles/character_positive.png	101	data/ui/campaign ui/effect_bundles/character_negative.png
rom_general_ability_enable_fear_group	data/ui/campaign ui/effect_bundles/character_positive.png	101	data/ui/campaign ui/effect_bundles/character_negative.png
rom_general_ability_enable_identify_weak_points	data/ui/campaign ui/effect_bundles/character_positive.png	101	data/ui/campaign ui/effect_bundles/character_negative.png
rom_general_ability_enable_inspire	data/ui/campaign ui/effect_bundles/character_positive.png	101	data/ui/campaign ui/effect_bundles/character_negative.png
rom_general_ability_enable_inspire_group	data/ui/campaign ui/effect_bundles/character_positive.png	101	data/ui/campaign ui/effect_bundles/character_negative.png
rom_general_ability_enable_into_the_breach	data/ui/campaign ui/effect_bundles/character_positive.png	101	data/ui/campaign ui/effect_bundles/character_negative.png
rom_general_ability_enable_into_the_breach_group	data/ui/campaign ui/effect_bundles/character_positive.png	101	data/ui/campaign ui/effect_bundles/character_negative.png
rom_general_ability_enable_push	data/ui/campaign ui/effect_bundles/character_positive.png	101	data/ui/campaign ui/effect_bundles/character_negative.png
rom_general_ability_enable_raise_banner	data/ui/campaign ui/effect_bundles/character_positive.png	101	data/ui/campaign ui/effect_bundles/character_negative.png
rom_general_ability_enable_rally	data/ui/campaign ui/effect_bundles/character_positive.png	101	data/ui/campaign ui/effect_bundles/character_negative.png
rom_general_ability_enable_rally_and_inspire	data/ui/campaign ui/effect_bundles/character_positive.png	101	data/ui/campaign ui/effect_bundles/character_negative.png
rom_general_ability_enable_second_wind	data/ui/campaign ui/effect_bundles/character_positive.png	101	data/ui/campaign ui/effect_bundles/character_negative.png
rom_general_ability_enable_second_wind_group	data/ui/campaign ui/effect_bundles/character_positive.png	101	data/ui/campaign ui/effect_bundles/character_negative.png
rom_general_ability_enable_shock_and_awe	data/ui/campaign ui/effect_bundles/character_positive.png	101	data/ui/campaign ui/effect_bundles/character_negative.png
rom_general_ability_enable_stand_and_fight	data/ui/campaign ui/effect_bundles/character_positive.png	101	data/ui/campaign ui/effect_bundles/character_negative.png
rom_general_ability_enable_taunt	data/ui/campaign ui/effect_bundles/character_positive.png	101	data/ui/campaign ui/effect_bundles/character_negative.png
rom_general_ability_enable_taunt_group	data/ui/campaign ui/effect_bundles/character_positive.png	101	data/ui/campaign ui/effect_bundles/character_negative.png
rom_general_ability_enable_war_cry	data/ui/campaign ui/effect_bundles/character_positive.png	101	data/ui/campaign ui/effect_bundles/character_negative.png
rom_general_ability_enable_war_cry_group	data/ui/campaign ui/effect_bundles/character_positive.png	101	data/ui/campaign ui/effect_bundles/character_negative.png
rom_general_add_construction_time	data/ui/campaign ui/effect_bundles/construction_negative.png	101	data/ui/campaign ui/effect_bundles/construction_positive.png
rom_general_attribute_mod_authority	data/ui/campaign ui/effect_bundles/authority_positive.png	90	data/ui/campaign ui/effect_bundles/authority_negative.png
rom_general_attribute_mod_authority_land	data/ui/campaign ui/effect_bundles/authority_positive.png	90	data/ui/campaign ui/effect_bundles/authority_negative.png
rom_general_attribute_mod_authority_naval	data/ui/campaign ui/effect_bundles/authority_positive.png	90	data/ui/campaign ui/effect_bundles/authority_negative.png
rom_general_attribute_mod_subterfuge	data/ui/campaign ui/effect_bundles/subterfuge_positive.png	90	data/ui/campaign ui/effect_bundles/subterfuge_negative.png
rom_general_attribute_mod_subterfuge_land	data/ui/campaign ui/effect_bundles/subterfuge_positive.png	90	data/ui/campaign ui/effect_bundles/subterfuge_negative.png
rom_general_attribute_mod_subterfuge_naval	data/ui/campaign ui/effect_bundles/subterfuge_positive.png	90	data/ui/campaign ui/effect_bundles/subterfuge_negative.png
rom_general_attribute_mod_zeal	data/ui/campaign ui/effect_bundles/zeal_positive.png	90	data/ui/campaign ui/effect_bundles/zeal_negative.png
rom_general_attribute_mod_zeal_land	data/ui/campaign ui/effect_bundles/zeal_positive.png	90	data/ui/campaign ui/effect_bundles/zeal_negative.png
rom_general_attribute_mod_zeal_naval	data/ui/campaign ui/effect_bundles/zeal_positive.png	90	data/ui/campaign ui/effect_bundles/zeal_negative.png
rom_general_bodyguard_mod_accuracy	data/ui/campaign ui/effect_bundles/accuracy_positive.png	101	data/ui/campaign ui/effect_bundles/accuracy_negative.png
rom_general_bodyguard_mod_armour	data/ui/campaign ui/effect_bundles/military_positive.png	101	data/ui/campaign ui/effect_bundles/military_negative.png
rom_general_bodyguard_mod_charge	data/ui/campaign ui/effect_bundles/charge_positive.png	101	data/ui/campaign ui/effect_bundles/charge_negative.png
rom_general_bodyguard_mod_melee_attack	data/ui/campaign ui/effect_bundles/defence_positive.png	101	data/ui/campaign ui/effect_bundles/defence_negative.png
rom_general_bodyguard_mod_melee_defence	data/ui/campaign ui/effect_bundles/melee_positive.png	101	data/ui/campaign ui/effect_bundles/melee_negative.png
rom_general_bodyguard_mod_morale	data/ui/campaign ui/effect_bundles/morale_positive.png	101	data/ui/campaign ui/effect_bundles/morale_negative.png
rom_general_force_enable_night_battles	data/ui/campaign ui/effect_bundles/subterfuge_positive.png	101	data/ui/campaign ui/effect_bundles/subterfuge_negative.png
rom_general_force_mod_auxiliary_upkeep_costs	data/ui/campaign ui/effect_bundles/military_spending_negative.png	101	data/ui/campaign ui/effect_bundles/military_spending_positive.png
rom_general_force_mod_campaign_spotting_chance	data/ui/campaign ui/effect_bundles/subterfuge_positive.png	105	data/ui/campaign ui/effect_bundles/subterfuge_negative.png
rom_general_force_mod_command_sea_attack	data/ui/campaign ui/effect_bundles/admiral_positive.png	101	data/ui/campaign ui/effect_bundles/admiral_negative.png
rom_general_force_mod_command_sea_defence	data/ui/campaign ui/effect_bundles/admiral_positive.png	101	data/ui/campaign ui/effect_bundles/admiral_negative.png
rom_general_force_mod_mercenary_upkeep_costs	data/ui/campaign ui/effect_bundles/military_spending_negative.png	101	data/ui/campaign ui/effect_bundles/military_spending_positive.png
rom_general_force_mod_native_upkeep_costs	data/ui/campaign ui/effect_bundles/military_spending_negative.png	101	data/ui/campaign ui/effect_bundles/military_spending_positive.png
rom_general_force_mod_non_merc_upkeep_costs	data/ui/campaign ui/effect_bundles/military_spending_negative.png	101	data/ui/campaign ui/effect_bundles/military_spending_positive.png
rom_general_force_mod_resistance_to_occupation	data/ui/campaign ui/effect_bundles/zeal_negative.png	101	data/ui/campaign ui/effect_bundles/zeal_positive.png
rom_general_force_mod_siege_attack_attrition	data/ui/campaign ui/effect_bundles/replenishment_negative.png	101	data/ui/campaign ui/effect_bundles/replenishment_positive.png
rom_general_force_mod_siege_attack_holdout_time	data/ui/campaign ui/effect_bundles/siege_attack_positive.png	102	data/ui/campaign ui/effect_bundles/siege_attack_negative.png
rom_general_force_mod_siege_defence_attrition	data/ui/campaign ui/effect_bundles/replenishment_negative.png	101	data/ui/campaign ui/effect_bundles/replenishment_positive.png
rom_general_force_mod_siege_defence_holdout_time	data/ui/campaign ui/effect_bundles/siege_defence_positive.png	101	data/ui/campaign ui/effect_bundles/siege_defence_negative.png
rom_general_force_mod_slave_capture	data/ui/campaign ui/effect_bundles/slaves_positive.png	101	data/ui/campaign ui/effect_bundles/slaves_negative.png
rom_general_local_mod_build_convert_costs	data/ui/campaign ui/effect_bundles/construction_negative.png	1100	data/ui/campaign ui/effect_bundles/construction_positive.png
rom_general_local_mod_construction_costs	data/ui/campaign ui/effect_bundles/construction_negative.png	101	data/ui/campaign ui/effect_bundles/construction_positive.png
rom_general_local_mod_happiness	data/ui/campaign ui/effect_bundles/public_order_positive.png	101	data/ui/campaign ui/effect_bundles/public_order_negative.png
rom_general_local_mod_mercenary_pool_replenishment	data/ui/campaign ui/effect_bundles/army_positive.png	101	data/ui/campaign ui/effect_bundles/army_negative.png
rom_general_local_mod_repression	data/ui/campaign ui/effect_bundles/public_order_positive.png	101	data/ui/campaign ui/effect_bundles/public_order_negative.png
rom_general_local_province_roman_culture_public_order	data/ui/campaign ui/effect_bundles/public_order_positive.png	101	data/ui/campaign ui/effect_bundles/public_order_negative.png
rom_general_mod_cooldown_rate	data/ui/campaign ui/effect_bundles/special_ability.png	5	data/ui/campaign ui/effect_bundles/special_ability.png
rom_general_mod_personal_aura_size	data/ui/campaign ui/effect_bundles/general_positive.png	5	data/ui/campaign ui/effect_bundles/general_negative.png
rom_general_personal_mod_melee_damage	data/ui/campaign ui/effect_bundles/melee_positive.png	101	data/ui/campaign ui/effect_bundles/melee_negative.png
rom_general_personal_mod_missile_damage	data/ui/campaign ui/effect_bundles/archer_positive.png	101	data/ui/campaign ui/effect_bundles/archer_negative.png
rom_hidden_walls_15m	x	0	
rom_hidden_walls_8m	x	0	
rom_imperium_power_to_ruling_party_huge	data/ui/campaign ui/effect_bundles/special_ability.png	101	data/ui/campaign ui/effect_bundles/special_ability.png
rom_imperium_power_to_ruling_party_large	data/ui/campaign ui/effect_bundles/special_ability.png	101	data/ui/campaign ui/effect_bundles/special_ability.png
rom_imperium_power_to_ruling_party_minor	data/ui/campaign ui/effect_bundles/special_ability.png	101	data/ui/campaign ui/effect_bundles/special_ability.png
rom_imperium_power_to_ruling_party_small	data/ui/campaign ui/effect_bundles/special_ability.png	101	data/ui/campaign ui/effect_bundles/special_ability.png
rom_imperium_power_to_ruling_party_tiny	data/ui/campaign ui/effect_bundles/special_ability.png	101	data/ui/campaign ui/effect_bundles/special_ability.png
rom_payload_food	data/ui/campaign ui/effect_bundles/food_positive.png	13	data/ui/campaign ui/effect_bundles/food_negative.png
rom_payload_political_power_change	data/ui/campaign ui/effect_bundles/faction_leader_positive.png	101	data/ui/campaign ui/effect_bundles/faction_leader_negative.png
rom_placeholder_ninja_recruitment_car	x	101	
rom_placeholder_ninja_recruitment_rom	x	101	
rom_plague_stop_force_replenishment	data/ui/campaign ui/effect_bundles/replenishment_negative.png	101	
rom_political_party_political_event_chance_mod	data/ui/campaign ui/effect_bundles/special_ability.png	101	data/ui/campaign ui/effect_bundles/special_ability.png
rom_prologue_roman_general_attribute_buff	data/ui/campaign ui/effect_bundles/authority_positive.png	0	data/ui/campaign ui/effect_bundles/authority_negative.png
rom_province_growth_province_effects	data/ui/campaign ui/effect_bundles/growth_positive.png	101	data/ui/campaign ui/effect_bundles/growth_negative.png
rom_province_growth_taxes	data/ui/campaign ui/effect_bundles/growth_positive.png	101	data/ui/campaign ui/effect_bundles/growth_negative.png
rom_province_initiative_barbarian_migration_base_growth_mod	data/ui/campaign ui/effect_bundles/growth_positive.png	1100	data/ui/campaign ui/effect_bundles/growth_negative.png
rom_province_initiative_barbarian_migration_base_recruitment_cost_land_mod	data/ui/campaign ui/effect_bundles/wealth_negative.png	1100	data/ui/campaign ui/effect_bundles/wealth_positive.png
rom_province_initiative_barbarian_migration_mod_growth_mod	data/ui/campaign ui/effect_bundles/growth_positive.png	1100	data/ui/campaign ui/effect_bundles/growth_negative.png
rom_province_initiative_barbarian_migration_mod_recruitment_cost_land_mod	data/ui/campaign ui/effect_bundles/wealth_negative.png	1100	data/ui/campaign ui/effect_bundles/wealth_positive.png
rom_province_initiative_barbarian_tribute_base_public_order	data/ui/campaign ui/effect_bundles/public_order_positive.png	1100	data/ui/campaign ui/effect_bundles/public_order_negative.png
rom_province_initiative_barbarian_tribute_base_taxrate	data/ui/campaign ui/effect_bundles/tax_growth_1.png	1100	data/ui/campaign ui/effect_bundles/tax_growth_negative.png
