from	to
rom_HELLENIC_temple_Poseidon_3	rom_HELLENIC_temple_Poseidon_4
rom_HELLENIC_temple_Zeus_2	rom_HELLENIC_temple_Zeus_3
rom_HELLENIC_temple_Zeus_3	rom_HELLENIC_temple_Zeus_4
rom_HELLENIC_temple_Zeus_4	pun_HELLENIC_temple_Altar_Zeus_5
rom_HELLENIC_temple_Zeus_4	rom_HELLENIC_temple_Altar_Zeus_5
rom_HELLENIC_temple_Zeus_4	rom_HELLENIC_temple_Oracle_of_Dodona_5
rom_HELLENIC_temple_Zeus_4	rom_HELLENIC_temple_temple_complex_5
rom_HELLENIC_temple_minor_1	rom_HELLENIC_temple_minor_Ares_2
rom_HELLENIC_temple_minor_1	rom_HELLENIC_temple_minor_Athene_2
rom_HELLENIC_temple_minor_1	rom_HELLENIC_temple_minor_Hephaistos_2
rom_HELLENIC_temple_minor_1	rom_HELLENIC_temple_minor_Hermes_2
rom_HELLENIC_temple_minor_1	rom_HELLENIC_temple_minor_Nymphs_2
rom_HELLENIC_temple_minor_1	rom_HELLENIC_temple_minor_Poseidon_2
rom_HELLENIC_temple_minor_1	rom_HELLENIC_temple_minor_Zeus_2
rom_HELLENIC_temple_minor_Ares_2	rom_HELLENIC_temple_minor_Ares_3
rom_HELLENIC_temple_minor_Athene_2	rom_HELLENIC_temple_minor_Athene_3
rom_HELLENIC_temple_minor_Hephaistos_2	rom_HELLENIC_temple_minor_Hephaistos_3
rom_HELLENIC_temple_minor_Hermes_2	rom_HELLENIC_temple_minor_Hermes_3
rom_HELLENIC_temple_minor_Nymphs_2	rom_HELLENIC_temple_minor_Nymphs_3
rom_HELLENIC_temple_minor_Poseidon_2	rom_HELLENIC_temple_minor_Poseidon_3
rom_HELLENIC_temple_minor_Zeus_2	rom_HELLENIC_temple_minor_Zeus_3
rom_HELLENIC_temple_minor_ptolemaic_1	rom_HELLENIC_temple_minor_ptolemaic_AmmonZeus_2
rom_HELLENIC_temple_minor_ptolemaic_1	rom_HELLENIC_temple_minor_ptolemaic_HathorMaat_2
rom_HELLENIC_temple_minor_ptolemaic_1	rom_HELLENIC_temple_minor_ptolemaic_Horus_2
rom_HELLENIC_temple_minor_ptolemaic_1	rom_HELLENIC_temple_minor_ptolemaic_Imhotep_2
rom_HELLENIC_temple_minor_ptolemaic_1	rom_HELLENIC_temple_minor_ptolemaic_Isis_2
rom_HELLENIC_temple_minor_ptolemaic_1	rom_HELLENIC_temple_minor_ptolemaic_Serapis_2
rom_HELLENIC_temple_minor_ptolemaic_1	rom_HELLENIC_temple_minor_ptolemaic_imperial_2
rom_HELLENIC_temple_minor_ptolemaic_AmmonZeus_2	rom_HELLENIC_temple_minor_ptolemaic_AmmonZeus_3
rom_HELLENIC_temple_minor_ptolemaic_HathorMaat_2	rom_HELLENIC_temple_minor_ptolemaic_HathorMaat_3
rom_HELLENIC_temple_minor_ptolemaic_Horus_2	rom_HELLENIC_temple_minor_ptolemaic_Horus_3
rom_HELLENIC_temple_minor_ptolemaic_Imhotep_2	rom_HELLENIC_temple_minor_ptolemaic_Imhotep_3
rom_HELLENIC_temple_minor_ptolemaic_Isis_2	rom_HELLENIC_temple_minor_ptolemaic_Isis_3
rom_HELLENIC_temple_minor_ptolemaic_Serapis_2	rom_HELLENIC_temple_minor_ptolemaic_Serapis_3
rom_HELLENIC_temple_minor_ptolemaic_imperial_2	rom_HELLENIC_temple_minor_ptolemaic_imperial_3
rom_HELLENIC_temple_minor_punic_1	rom_HELLENIC_temple_minor_punic_Astarte_2
rom_HELLENIC_temple_minor_punic_1	rom_HELLENIC_temple_minor_punic_BaalHamon_2
rom_HELLENIC_temple_minor_punic_1	rom_HELLENIC_temple_minor_punic_BaalZephon_2
rom_HELLENIC_temple_minor_punic_1	rom_HELLENIC_temple_minor_punic_Eshmun_2
rom_HELLENIC_temple_minor_punic_1	rom_HELLENIC_temple_minor_punic_Kore_2
rom_HELLENIC_temple_minor_punic_1	rom_HELLENIC_temple_minor_punic_Melqart_2
rom_HELLENIC_temple_minor_punic_1	rom_HELLENIC_temple_minor_punic_Tanit_2
rom_HELLENIC_temple_minor_punic_Astarte_2	rom_HELLENIC_temple_minor_punic_Astarte_3
rom_HELLENIC_temple_minor_punic_BaalHamon_2	rom_HELLENIC_temple_minor_punic_BaalHamon_3
rom_HELLENIC_temple_minor_punic_BaalZephon_2	rom_HELLENIC_temple_minor_punic_BaalZephon_3
rom_HELLENIC_temple_minor_punic_Eshmun_2	rom_HELLENIC_temple_minor_punic_Eshmun_3
rom_HELLENIC_temple_minor_punic_Kore_2	rom_HELLENIC_temple_minor_punic_Kore_3
rom_HELLENIC_temple_minor_punic_Melqart_2	rom_HELLENIC_temple_minor_punic_Melqart_3
rom_HELLENIC_temple_minor_punic_Tanit_2	rom_HELLENIC_temple_minor_punic_Tanit_3
rom_HELLENIC_temple_ptolemaic_1	rom_HELLENIC_temple_ptolemaic_AmmonZeus_2
rom_HELLENIC_temple_ptolemaic_1	rom_HELLENIC_temple_ptolemaic_HathorMaat_2
rom_HELLENIC_temple_ptolemaic_1	rom_HELLENIC_temple_ptolemaic_Horus_2
rom_HELLENIC_temple_ptolemaic_1	rom_HELLENIC_temple_ptolemaic_Imhotep_2
rom_HELLENIC_temple_ptolemaic_1	rom_HELLENIC_temple_ptolemaic_Isis_2
rom_HELLENIC_temple_ptolemaic_1	rom_HELLENIC_temple_ptolemaic_Serapis_2
rom_HELLENIC_temple_ptolemaic_1	rom_HELLENIC_temple_ptolemaic_imperial_2
rom_HELLENIC_temple_ptolemaic_AmmonZeus_2	rom_HELLENIC_temple_ptolemaic_AmmonZeus_3
rom_HELLENIC_temple_ptolemaic_AmmonZeus_3	rom_HELLENIC_temple_ptolemaic_AmmonZeus_4
rom_HELLENIC_temple_ptolemaic_AmmonZeus_4	rom_HELLENIC_temple_ptolemaic_temple_complex_5
rom_HELLENIC_temple_ptolemaic_HathorMaat_2	rom_HELLENIC_temple_ptolemaic_HathorMaat_3
rom_HELLENIC_temple_ptolemaic_HathorMaat_3	rom_HELLENIC_temple_ptolemaic_HathorMaat_4
rom_HELLENIC_temple_ptolemaic_Horus_2	rom_HELLENIC_temple_ptolemaic_Horus_3
rom_HELLENIC_temple_ptolemaic_Horus_3	rom_HELLENIC_temple_ptolemaic_Horus_4
rom_HELLENIC_temple_ptolemaic_Imhotep_2	rom_HELLENIC_temple_ptolemaic_Imhotep_3
rom_HELLENIC_temple_ptolemaic_Imhotep_3	rom_HELLENIC_temple_ptolemaic_Imhotep_4
rom_HELLENIC_temple_ptolemaic_Isis_2	rom_HELLENIC_temple_ptolemaic_Isis_3
rom_HELLENIC_temple_ptolemaic_Isis_3	rom_HELLENIC_temple_ptolemaic_Isis_4
rom_HELLENIC_temple_ptolemaic_Serapis_2	rom_HELLENIC_temple_ptolemaic_Serapis_3
rom_HELLENIC_temple_ptolemaic_Serapis_3	rom_HELLENIC_temple_ptolemaic_Serapis_4
rom_HELLENIC_temple_ptolemaic_imperial_2	rom_HELLENIC_temple_ptolemaic_imperial_3
rom_HELLENIC_temple_ptolemaic_imperial_3	rom_HELLENIC_temple_ptolemaic_imperial_4
rom_HELLENIC_temple_punic_1	rom_HELLENIC_temple_punic_Astarte_2
rom_HELLENIC_temple_punic_1	rom_HELLENIC_temple_punic_BaalHamon_2
rom_HELLENIC_temple_punic_1	rom_HELLENIC_temple_punic_BaalZephon_2
rom_HELLENIC_temple_punic_1	rom_HELLENIC_temple_punic_Eshmun_2
rom_HELLENIC_temple_punic_1	rom_HELLENIC_temple_punic_Kore_2
rom_HELLENIC_temple_punic_1	rom_HELLENIC_temple_punic_Melqart_2
rom_HELLENIC_temple_punic_1	rom_HELLENIC_temple_punic_Tanit_2
rom_HELLENIC_temple_punic_Astarte_2	rom_HELLENIC_temple_punic_Astarte_3
rom_HELLENIC_temple_punic_Astarte_3	rom_HELLENIC_temple_punic_Astarte_4
rom_HELLENIC_temple_punic_BaalHamon_2	rom_HELLENIC_temple_punic_BaalHamon_3
rom_HELLENIC_temple_punic_BaalHamon_3	rom_HELLENIC_temple_punic_BaalHamon_4
rom_HELLENIC_temple_punic_BaalHamon_4	rom_HELLENIC_temple_punic_Tophet_5
rom_HELLENIC_temple_punic_BaalZephon_2	rom_HELLENIC_temple_punic_BaalZephon_3
rom_HELLENIC_temple_punic_BaalZephon_3	rom_HELLENIC_temple_punic_BaalZephon_4
rom_HELLENIC_temple_punic_Eshmun_2	rom_HELLENIC_temple_punic_Eshmun_3
rom_HELLENIC_temple_punic_Eshmun_3	rom_HELLENIC_temple_punic_Eshmun_4
rom_HELLENIC_temple_punic_Kore_2	rom_HELLENIC_temple_punic_Kore_3
rom_HELLENIC_temple_punic_Kore_3	rom_HELLENIC_temple_punic_Kore_4
rom_HELLENIC_temple_punic_Melqart_2	rom_HELLENIC_temple_punic_Melqart_3
rom_HELLENIC_temple_punic_Melqart_3	rom_HELLENIC_temple_punic_Melqart_4
rom_HELLENIC_temple_punic_Tanit_2	rom_HELLENIC_temple_punic_Tanit_3
rom_HELLENIC_temple_punic_Tanit_3	rom_HELLENIC_temple_punic_Tanit_4
rom_HELLENIC_water_1	rom_HELLENIC_water_bath_2
rom_HELLENIC_water_1	rom_HELLENIC_water_firefighter_2
rom_HELLENIC_water_PUNIC_1	rom_HELLENIC_water_bath_PUNIC_2
rom_HELLENIC_water_PUNIC_1	rom_HELLENIC_water_firefighter_PUNIC_2
rom_HELLENIC_water_bath_2	rom_HELLENIC_water_bath_3
rom_HELLENIC_water_bath_3	rom_HELLENIC_water_bath_4
rom_HELLENIC_water_bath_PUNIC_2	rom_HELLENIC_water_bath_PUNIC_3
rom_HELLENIC_water_bath_PUNIC_3	rom_HELLENIC_water_bath_PUNIC_4
rom_HELLENIC_water_firefighter_2	rom_HELLENIC_water_firefighter_3
rom_HELLENIC_water_firefighter_3	rom_HELLENIC_water_firefighter_4
rom_HELLENIC_water_firefighter_PUNIC_2	rom_HELLENIC_water_firefighter_PUNIC_3
rom_HELLENIC_water_firefighter_PUNIC_3	rom_HELLENIC_water_firefighter_PUNIC_4
rom_ROMAN_city_major_1	rom_ROMAN_city_major_2
rom_ROMAN_city_major_2	rom_ROMAN_city_major_3
rom_ROMAN_city_major_3	rom_ROMAN_city_major_4
rom_ROMAN_city_minor_fish_1	rom_ROMAN_city_minor_fish_2
rom_ROMAN_city_minor_fish_2	rom_ROMAN_city_minor_fish_3
rom_ROMAN_city_minor_fish_3	rom_ROMAN_city_minor_fish_4
rom_ROMAN_city_minor_glass_1	rom_ROMAN_city_minor_glass_2
rom_ROMAN_city_minor_glass_2	rom_ROMAN_city_minor_glass_3
rom_ROMAN_city_minor_glass_3	rom_ROMAN_city_minor_glass_4
rom_ROMAN_city_minor_gold_1	rom_ROMAN_city_minor_gold_2
rom_ROMAN_city_minor_gold_2	rom_ROMAN_city_minor_gold_3
rom_ROMAN_city_minor_gold_3	rom_ROMAN_city_minor_gold_4
rom_ROMAN_city_minor_grain_1	rom_ROMAN_city_minor_grain_2
rom_ROMAN_city_minor_grain_2	rom_ROMAN_city_minor_grain_3
rom_ROMAN_city_minor_grain_3	rom_ROMAN_city_minor_grain_4
rom_ROMAN_city_minor_hides_1	rom_ROMAN_city_minor_hides_2
rom_ROMAN_city_minor_hides_2	rom_ROMAN_city_minor_hides_3
rom_ROMAN_city_minor_hides_3	rom_ROMAN_city_minor_hides_4
rom_ROMAN_city_minor_iron_1	rom_ROMAN_city_minor_iron_2
rom_ROMAN_city_minor_iron_2	rom_ROMAN_city_minor_iron_3
rom_ROMAN_city_minor_iron_3	rom_ROMAN_city_minor_iron_4
rom_ROMAN_city_minor_limestone_1	rom_EASTERN_city_minor_limestone_2
rom_ROMAN_city_minor_limestone_1	rom_ROMAN_city_minor_limestone_2
rom_ROMAN_city_minor_limestone_2	rom_EASTERN_city_minor_limestone_3
rom_ROMAN_city_minor_limestone_2	rom_ROMAN_city_minor_limestone_3
rom_ROMAN_city_minor_limestone_3	rom_EASTERN_city_minor_limestone_4
rom_ROMAN_city_minor_limestone_3	rom_ROMAN_city_minor_limestone_4
rom_ROMAN_city_minor_marble_1	rom_ROMAN_city_minor_marble_2
rom_ROMAN_city_minor_marble_2	rom_ROMAN_city_minor_marble_3
rom_ROMAN_city_minor_marble_3	rom_ROMAN_city_minor_marble_4
rom_ROMAN_city_minor_olives_1	rom_ROMAN_city_minor_olives_2
rom_ROMAN_city_minor_olives_2	rom_ROMAN_city_minor_olives_3
rom_ROMAN_city_minor_olives_3	rom_ROMAN_city_minor_olives_4
rom_ROMAN_city_minor_purple_dye_1	rom_ROMAN_city_minor_purple_dye_2
rom_ROMAN_city_minor_purple_dye_2	rom_ROMAN_city_minor_purple_dye_3
rom_ROMAN_city_minor_purple_dye_3	rom_ROMAN_city_minor_purple_dye_4
rom_ROMAN_city_minor_silk_1	rom_ROMAN_city_minor_silk_2
rom_ROMAN_city_minor_silk_2	rom_ROMAN_city_minor_silk_3
rom_ROMAN_city_minor_silk_3	rom_ROMAN_city_minor_silk_4
rom_ROMAN_city_minor_silver_1	rom_ROMAN_city_minor_silver_2
rom_ROMAN_city_minor_silver_2	rom_ROMAN_city_minor_silver_3
rom_ROMAN_city_minor_silver_3	rom_ROMAN_city_minor_silver_4
rom_ROMAN_city_minor_timber_1	rom_ROMAN_city_minor_timber_2
rom_ROMAN_city_minor_timber_2	rom_ROMAN_city_minor_timber_3
rom_ROMAN_city_minor_timber_3	rom_ROMAN_city_minor_timber_4
rom_ROMAN_city_minor_township_1	rom_ROMAN_city_minor_township_2
rom_ROMAN_city_minor_township_2	rom_ROMAN_city_minor_township_3
rom_ROMAN_city_minor_township_3	rom_ROMAN_city_minor_township_4
rom_ROMAN_city_minor_wine_1	rom_ROMAN_city_minor_wine_2
rom_ROMAN_city_minor_wine_2	rom_ROMAN_city_minor_wine_3
rom_ROMAN_city_minor_wine_3	rom_ROMAN_city_minor_wine_4
rom_ROMAN_forum_1	rom_ROMAN_forum_entertainment_2
rom_ROMAN_forum_1	rom_ROMAN_forum_food_2
rom_ROMAN_forum_1	rom_ROMAN_forum_public_2
rom_ROMAN_forum_1	rom_ROMAN_forum_research_2
rom_ROMAN_forum_1	rom_ROMAN_forum_slave_2
rom_ROMAN_forum_1	rom_ROMAN_forum_trade_2
rom_ROMAN_forum_entertainment_2	rom_ROMAN_forum_entertainment_3
rom_ROMAN_forum_entertainment_3	rom_ROMAN_forum_entertainment_4
rom_ROMAN_forum_entertainment_4	rom_ROMAN_forum_entertainment_circus_5
rom_ROMAN_forum_entertainment_4	rom_ROMAN_forum_entertainment_colosseum_5
rom_ROMAN_forum_food_2	rom_ROMAN_forum_food_3
rom_ROMAN_forum_food_3	rom_ROMAN_forum_food_4
rom_ROMAN_forum_public_2	rom_ROMAN_forum_public_3
rom_ROMAN_forum_public_3	rom_ROMAN_forum_public_4
rom_ROMAN_forum_research_2	rom_ROMAN_forum_research_3
rom_ROMAN_forum_research_3	rom_ROMAN_forum_research_4
rom_ROMAN_forum_slave_2	rom_ROMAN_forum_slave_3
rom_ROMAN_forum_trade_2	rom_ROMAN_forum_trade_3
rom_ROMAN_forum_trade_3	rom_ROMAN_forum_trade_4
rom_ROMAN_military_buff_1	rom_ROMAN_military_buff_aux_2
rom_ROMAN_military_buff_1	rom_ROMAN_military_buff_cav_2
rom_ROMAN_military_buff_1	rom_ROMAN_military_buff_inf_attack_2
rom_ROMAN_military_buff_1	rom_ROMAN_military_buff_inf_defence_2
rom_ROMAN_military_buff_aux_2	rom_ROMAN_military_buff_aux_3
rom_ROMAN_military_buff_aux_3	rom_ROMAN_military_buff_aux_4
rom_ROMAN_military_buff_cav_2	rom_ROMAN_military_buff_cav_3
rom_ROMAN_military_buff_cav_3	rom_ROMAN_military_buff_cav_4
rom_ROMAN_military_buff_inf_attack_2	rom_ROMAN_military_buff_inf_attack_3
rom_ROMAN_military_buff_inf_attack_3	rom_ROMAN_military_buff_inf_attack_4
rom_ROMAN_military_buff_inf_defence_2	rom_ROMAN_military_buff_inf_defence_3
rom_ROMAN_military_buff_inf_defence_3	rom_ROMAN_military_buff_inf_defence_4
rom_ROMAN_military_equipment_1	rom_ROMAN_military_equipment_armour_2
rom_ROMAN_military_equipment_1	rom_ROMAN_military_equipment_siege_2
rom_ROMAN_military_equipment_1	rom_ROMAN_military_equipment_weapon_2
rom_ROMAN_military_equipment_armour_2	rom_ROMAN_military_equipment_armour_3
rom_ROMAN_military_equipment_siege_2	rom_ROMAN_military_equipment_siege_3
rom_ROMAN_military_equipment_weapon_2	rom_ROMAN_military_equipment_weapon_3
rom_ROMAN_military_main_1	rom_ROMAN_military_main_aux_2
rom_ROMAN_military_main_1	rom_ROMAN_military_main_heavy_2
rom_ROMAN_military_main_aux_2	rom_ROMAN_military_main_aux_3
rom_ROMAN_military_main_aux_3	rom_ROMAN_military_main_aux_4
rom_ROMAN_military_main_heavy_2	rom_ROMAN_military_main_heavy_3
rom_ROMAN_military_main_heavy_3	rom_ROMAN_military_main_heavy_4
rom_ROMAN_outskirts_1	rom_ROMAN_outskirts_industry_2
rom_ROMAN_outskirts_1	rom_ROMAN_outskirts_pottery_2
rom_ROMAN_outskirts_industry_2	rom_ROMAN_outskirts_industry_3
rom_ROMAN_outskirts_industry_3	rom_ROMAN_outskirts_industry_4
rom_ROMAN_outskirts_minor_1	rom_ROMAN_outskirts_minor_cattle_2
rom_ROMAN_outskirts_minor_1	rom_ROMAN_outskirts_minor_grain_2
rom_ROMAN_outskirts_minor_cattle_2	rom_ROMAN_outskirts_minor_cattle_3
rom_ROMAN_outskirts_minor_cattle_3	rom_ROMAN_outskirts_minor_cattle_4
rom_ROMAN_outskirts_minor_grain_2	rom_ROMAN_outskirts_minor_grain_3
rom_ROMAN_outskirts_minor_grain_3	rom_ROMAN_outskirts_minor_grain_4
rom_ROMAN_outskirts_pottery_2	rom_ROMAN_outskirts_pottery_3
rom_ROMAN_outskirts_pottery_3	rom_ROMAN_outskirts_pottery_4
rom_ROMAN_port_1	rom_ROMAN_port_food_2
rom_ROMAN_port_1	rom_ROMAN_port_large_military_2
rom_ROMAN_port_1	rom_ROMAN_port_small_military_2
rom_ROMAN_port_1	rom_ROMAN_port_trade_2
rom_ROMAN_port_food_2	rom_ROMAN_port_food_3
rom_ROMAN_port_food_3	rom_ROMAN_port_food_4
rom_ROMAN_port_large_military_2	rom_ROMAN_port_large_military_3
rom_ROMAN_port_large_military_3	rom_ROMAN_port_large_military_4
rom_ROMAN_port_minor_1	rom_ROMAN_port_minor_food_2
rom_ROMAN_port_minor_1	rom_ROMAN_port_minor_small_military_2
rom_ROMAN_port_minor_1	rom_ROMAN_port_minor_trade_2
rom_ROMAN_port_minor_food_2	rom_ROMAN_port_minor_food_3
rom_ROMAN_port_minor_small_military_2	rom_ROMAN_port_minor_small_military_3
rom_ROMAN_port_minor_trade_2	rom_ROMAN_port_minor_trade_3
rom_ROMAN_port_small_military_2	rom_ROMAN_port_small_military_3
rom_ROMAN_port_small_military_3	rom_ROMAN_port_small_military_4
rom_ROMAN_port_trade_2	rom_ROMAN_port_trade_3
rom_ROMAN_port_trade_3	rom_ROMAN_port_trade_4
rom_ROMAN_temple_1	rom_ROMAN_temple_Jupiter_2
rom_ROMAN_temple_1	rom_ROMAN_temple_Mars_2
rom_ROMAN_temple_1	rom_ROMAN_temple_Mercury_2
rom_ROMAN_temple_1	rom_ROMAN_temple_Minerva_2
rom_ROMAN_temple_1	rom_ROMAN_temple_Neptune_2
rom_ROMAN_temple_1	rom_ROMAN_temple_Nymphs_2
rom_ROMAN_temple_1	rom_ROMAN_temple_Vulcan_2
rom_ROMAN_temple_Jupiter_2	rom_ROMAN_temple_Jupiter_3
rom_ROMAN_temple_Jupiter_3	rom_ROMAN_temple_Jupiter_4
rom_ROMAN_temple_Jupiter_4	rom_ROMAN_temple_Pantheon_5
rom_ROMAN_temple_Mars_2	rom_ROMAN_temple_Mars_3
rom_ROMAN_temple_Mars_3	rom_ROMAN_temple_Mars_4
rom_ROMAN_temple_Mercury_2	rom_ROMAN_temple_Mercury_3
rom_ROMAN_temple_Mercury_3	rom_ROMAN_temple_Mercury_4
rom_ROMAN_temple_Minerva_2	rom_ROMAN_temple_Minerva_3
rom_ROMAN_temple_Minerva_3	rom_ROMAN_temple_Minerva_4
rom_ROMAN_temple_Neptune_2	rom_ROMAN_temple_Neptune_3
rom_ROMAN_temple_Neptune_3	rom_ROMAN_temple_Neptune_4
rom_ROMAN_temple_Nymphs_2	rom_ROMAN_temple_Nymphs_3
rom_ROMAN_temple_Nymphs_3	rom_ROMAN_temple_Nymphs_4
rom_ROMAN_temple_Vulcan_2	rom_ROMAN_temple_Vulcan_3
rom_ROMAN_temple_Vulcan_3	rom_ROMAN_temple_Vulcan_4
rom_ROMAN_temple_minor_1	rom_ROMAN_temple_minor_Jupiter_2
rom_ROMAN_temple_minor_1	rom_ROMAN_temple_minor_Mars_2
rom_ROMAN_temple_minor_1	rom_ROMAN_temple_minor_Mercury_2
rom_ROMAN_temple_minor_1	rom_ROMAN_temple_minor_Minerva_2
rom_ROMAN_temple_minor_1	rom_ROMAN_temple_minor_Neptune_2
rom_ROMAN_temple_minor_1	rom_ROMAN_temple_minor_Nymphs_2
rom_ROMAN_temple_minor_1	rom_ROMAN_temple_minor_Vulcan_2
rom_ROMAN_temple_minor_Jupiter_2	rom_ROMAN_temple_minor_Jupiter_3
rom_ROMAN_temple_minor_Mars_2	rom_ROMAN_temple_minor_Mars_3
rom_ROMAN_temple_minor_Mercury_2	rom_ROMAN_temple_minor_Mercury_3
rom_ROMAN_temple_minor_Minerva_2	rom_ROMAN_temple_minor_Minerva_3
rom_ROMAN_temple_minor_Neptune_2	rom_ROMAN_temple_minor_Neptune_3
rom_ROMAN_temple_minor_Nymphs_2	rom_ROMAN_temple_minor_Nymphs_3
rom_ROMAN_temple_minor_Vulcan_2	rom_ROMAN_temple_minor_Vulcan_3
rom_ROMAN_water_1	rom_ROMAN_water_bath_2
rom_ROMAN_water_1	rom_ROMAN_water_firefighter_2
rom_ROMAN_water_1	rom_ROMAN_water_sanitation_2
rom_ROMAN_water_bath_2	rom_ROMAN_water_bath_3
rom_ROMAN_water_bath_3	rom_ROMAN_water_bath_4
rom_ROMAN_water_firefighter_2	rom_ROMAN_water_firefighter_3
rom_ROMAN_water_firefighter_3	rom_ROMAN_water_firefighter_4
rom_ROMAN_water_sanitation_2	rom_ROMAN_water_sanitation_3
rom_ROMAN_water_sanitation_3	rom_ROMAN_water_sanitation_4
rom_ROMAN_water_sanitation_4	rom_ROMAN_water_sanitation_5
rome_agriculture_1	rome_agriculture_farm_2
rome_agriculture_1	rome_agriculture_granary_2
rome_agriculture_1	rome_agriculture_herd_2
rome_agriculture_farm_2	rome_agriculture_farm_3
rome_agriculture_farm_3	rome_agriculture_farm_4
rome_agriculture_granary_2	rome_agriculture_granary_3
rome_agriculture_granary_3	rome_agriculture_granary_4
rome_agriculture_herd_2	rome_agriculture_herd_3
rome_agriculture_herd_3	rome_agriculture_herd_4
rome_amber_1	rome_amber_2
rome_amber_2	rome_amber_3
rome_amber_3	rome_amber_4
rome_city_1	rome_city_civil_2
rome_city_1	rome_city_garrison_2
rome_city_centre_1	rome_city_centre_cattle_2
rome_city_centre_1	rome_city_centre_food_2
rome_city_centre_1	rome_city_centre_gladiator_2
rome_city_centre_1	rome_city_centre_library_2
rome_city_centre_1	rome_city_centre_slave_2
rome_city_centre_1	rome_city_centre_wine_2
rome_city_centre_cattle_2	rome_city_centre_cattle_3
rome_city_centre_cattle_3	rome_city_centre_cattle_4
rome_city_centre_food_2	rome_city_centre_food_3
rome_city_centre_food_3	rome_city_centre_food_4
rome_city_centre_gladiator_2	rome_city_centre_gladiator_3
rome_city_centre_gladiator_3	rome_city_centre_gladiator_4
rome_city_centre_gladiator_4	rome_city_centre_circus_5
rome_city_centre_gladiator_4	rome_city_centre_gladiator_5
rome_city_centre_library_2	rome_city_centre_library_3
rome_city_centre_library_3	rome_city_centre_library_4
rome_city_centre_slave_2	rome_city_centre_slave_3
rome_city_centre_wine_2	rome_city_centre_wine_3
rome_city_centre_wine_3	rome_city_centre_wine_4
rome_city_civil_2	rome_city_civil_3
rome_city_civil_3	rome_city_civil_4
rome_city_garrison_2	rome_city_garrison_3
rome_city_garrison_3	rome_city_garrison_4
rome_glass_1	rome_glass_2
rome_glass_2	rome_glass_3
rome_glass_3	rome_glass_4
rome_gold_1	rome_gold_2
rome_gold_2	rome_gold_3
rome_gold_3	rome_gold_4
rome_grain_1	rome_grain_2
rome_grain_2	rome_grain_3
rome_grain_3	rome_grain_4
rome_horse_1	rome_horse_2
rome_horse_2	rome_horse_3
rome_industry_1	rome_industry_amphora_2
rome_industry_1	rome_industry_coin_2
rome_industry_1	rome_industry_jeweller_2
rome_industry_amphora_2	rome_industry_amphora_3
rome_industry_amphora_3	rome_industry_amphora_4
rome_industry_coin_2	rome_industry_coin_3
rome_industry_coin_3	rome_industry_coin_4
rome_industry_jeweller_2	rome_industry_jeweller_3
rome_industry_jeweller_3	rome_industry_jeweller_4
rome_iron_1	rome_iron_armour_2
rome_iron_1	rome_iron_weapon_2
rome_iron_armour_2	rome_iron_armour_3
rome_iron_weapon_2	rome_iron_weapon_3
rome_lead_1	rome_lead_2
rome_lead_2	rome_lead_3
rome_lead_3	rome_lead_4
rome_leather_1	rome_leather_2
rome_leather_2	rome_leather_3
rome_leather_3	rome_leather_4
rome_lumber_1	rome_lumber_2
rome_lumber_2	rome_lumber_3
rome_lumber_3	rome_lumber_4
rome_marble_1	rome_marble_2
rome_marble_2	rome_marble_3
rome_marble_3	rome_marble_4
rome_military_1_pun	rome_military_aux_2_pun
rome_military_1_pun	rome_military_main_2_pun
rome_military_1	rome_military_aux_2
rome_military_1	rome_military_main_2
rome_military_aux_2_pun	rome_military_aux_3_pun
rome_military_aux_2	rome_military_aux_3
rome_military_aux_3_pun	rome_military_aux_4_pun
rome_military_aux_3	rome_military_aux_4
rome_military_buff_1	rome_military_buff_attack_2
rome_military_buff_1	rome_military_buff_defence_2
rome_military_buff_1	rome_military_buff_horse_2
rome_military_buff_1	rome_military_buff_range_2
rome_military_buff_attack_2	rome_military_buff_attack_3
rome_military_buff_defence_2	rome_military_buff_defence_3
rome_military_buff_horse_2	rome_military_buff_horse_3
rome_military_buff_range_2	rome_military_buff_range_3
rome_military_main_2_pun	rome_military_main_3_pun
rome_military_main_2	rome_military_main_3
rome_military_main_3_pun	rome_military_main_4_pun
rome_military_main_3	rome_military_main_4
rome_military_siege_1	rome_military_siege_2
rome_military_siege_2	rome_military_siege_3
rome_olive_1	rome_olive_2
rome_olive_2	rome_olive_3
rome_olive_3	rome_olive_4
rome_port_1	rome_port_fish_2
rome_port_1	rome_port_military_2
rome_port_1	rome_port_patrol_2
rome_port_1	rome_port_trade_2
rome_port_fish_2	rome_port_fish_3
rome_port_fish_3	rome_port_fish_4
rome_port_military_2	rome_port_military_3
rome_port_military_3	rome_port_military_4
rome_port_patrol_2	rome_port_patrol_3
rome_port_patrol_3	rome_port_patrol_4
rome_port_trade_2	rome_port_trade_3
rome_port_trade_3	rome_port_trade_4
rome_purple_dye_1	rome_purple_dye_2
rome_purple_dye_2	rome_purple_dye_3
rome_purple_dye_3	rome_purple_dye_4
rome_religious_1	rome_religious_jupiter_2
rome_religious_1	rome_religious_mars_2
